recid,givenname,surname,suburb,pc
6162388,donald,wilmore,springvale,3171
4523989,leigh,talevski,rockdale,2216
4032474,david,latham,adamstown heights,2289
6850727,donald,rogers,werribee,3030
5662687,colin,luttrell,glenorchy,7010
5474272,noel,thatcher,carine,6020
1491281,belinda,iaria,croydon,3136
6009170,steven,daly,fairfield,3078
4876270,kiujea,lahood,randwick,2031
5228539,suzi,richards,moolap,3221
4204543,jonathan,francis,maryland,2287
4900864,john,dare,bethania,4205
4164639,ruth,summerfield,ashtonfield,2323
2181130,peter,shimmon,canning vale,6155
4049922,richard,anderson,sandy beach,2456
4433938,tanya,dickson,north haven,5018
1140755,patricia,poole,kewdale,6105
3770389,georgina,sheppard,wynnum west,4178
1509398,derek,richards,blue haven,2262
1509402,marilyn,stokes,westleigh,2120
5793827,noel,mcfadden,belfield,2191
1411109,susan,jarvis,emu plains,2750
4802603,graham,condie,fitzroy north,3068
1861298,thuanh,jones,tumbarumba,2653
4948318,soonnam,saunders,oyster bay,2225
1198134,lynette,martain,annandale,2038
1804345,janice,blanch,richmond,2753
4786239,mona,gaylard,kialla east,3631
3631171,mary,pettitt,buderim,4556
591940,jamil,knight,tallangatta,3700
5466181,malcolm,briggs,herberton,4872
1820747,geraldine,strathairn,mildura,3500
2844752,karen,clarke,beechmont,4211
6899793,ngoc,rasmussen,heathcote,3523
3262548,graeme,shepherd,nagambie,3608
5605466,diane,russell,berkeley,2506
5589084,trudy,houghton,the gap,4061
3467362,son,lucas,glen alpine,2560
4434020,alva,hosking,emerald,3782
2304106,sunetra,beecham,maribyrnong,3032
450919,christine,bochynski,leonay,2750
4499570,alice,gordon,st marys,7215
3942516,lois,midson,wodonga,3690
5867640,dell,pabon,wollongong,2500
2566268,joseph,roach,south wentworthville,2145
6424702,joanne,magnay,alice springs,0870
2484352,gisela,vellacott,darwin,0800
6195329,gerard,duggan,sandford,7020
6899015,sonia,aronis,narara,2250
2295940,katrina,burrell,geurie,2831
5875846,olga,kelly,boronia,3155
657549,nancy,wadsworth,manly,2095
1038556,andreas,anderson,claymore,2559
2975894,wayne,gibbs,empire bay,2257
1599642,julia,gibbons,sutherland,2232
4933787,michael,van de scheur,burringbar,2483
1009830,marion,bool,langwarrin,3910
3893415,shane,blonk,bullaburra,2784
919720,anthony,leo,stuart park,0820
4573358,winnie,petropoulos,waterloo,2017
5195960,robert,lederhose,noosa heads,4567
4991162,richard,plati,kelmscott,6111
2976799,diane,godfrey,goulburn,2580
649406,michael,hirst,churchlands,6018
919743,judith,dunn,rappville,2469
3107018,alfred,liu,chatswood,2067
1452250,derek,cavanagh,griffith,2680
6834399,warren,mcauliffe,richmond,5033
2984161,timothy,taylor,eastern creek,2766
4917474,paul,van schooten,lawnton,4501
2083043,chonbu,dallemule,brighton south,5048
985317,laurel,huang,box hill,3128
51437,doreen,baldry,ferny grove,4055
870645,malcolm,hawley,cessnock,2325
3746039,narelle,smythe,toowoomba,4350
92411,maria,plumb,eltham,3095
3139836,katheleen,watson,koonawarra,2530
2869501,anne,shore,southport,4215
5990656,jarod,mccallum,cessnock west,2325
1878281,frances,treloar,leichhardt,4305
968971,ana,pineda,fairfield,2165
354573,hilda,smith,rutherglen,3685
6793487,andrew,sheehan,seaton,5023
4606227,daniel,nash,sinnamon park,4073
1096751,raymond,toohey,kentlyn,2560
2869537,colleen,everson,ballina,2478
125218,julie,marshall,castle hill,2154
2214179,wayne,ribcak,bell park,3215
2050345,peter,allan,clayton south,3169
2820398,terrilee,ales,bacchus marsh,3340
2541873,james,roffey,windsor gardens,5087
2394426,james,de broughe,bracken ridge,4017
510271,emily,mansa,wellard,6170
4540739,theo,phabmixay,fairfield west,2165
3975497,mark,harrison,armidale,2350
1321291,beverly,saunders,condobolin,2877
4974928,gary,archer,prahran,3181
1419602,marion,wallace,camira,4300
3107897,bruce,sirio,mount waverley,3149
543065,sandra,james,lane cove,2066
6490458,richard,mellow,wokurna,5520
387420,coori,fisher,derby,6728
6662493,karen,van der hoek,gladstone,4680
6695265,kumiko,smith,stanthorpe,4380
1337698,michelle,parkhill,avalon,2107
6637931,ariyakumar,kelly,wallaroo,5556
6424941,clytie,smith,eleebana,2282
5794161,christopher,harrison,ballan,3342
6875507,estelle,ronald,malvern,3144
3295607,sharon,mclucas,kallangur,4503
821626,zandra,katnich,andamooka,5722
2222461,angela,robinson,waverley,2024
2722175,maria,lay,ormond,3204
6752648,tonia,somasundaram,glenwood,2768
698762,mary,leadbetter,narangba,4504
4680080,lisa,gray,epping,2121
2738578,charlotte,alfa,springvale south,3172
3333187,joan,gould,burleigh waters,4220
3836309,robert,wicking,warrnambool,3280
6676889,un,marler,castle hill,2154
2681246,andrew,verheyen,tyabb,3913
6867378,paul,meredith,taylors arm,2447
6334899,heath,hall,burnside,3023
2640308,shirley,savrimoutoo,clayton south,3169
2664886,fiona,collins,north ryde,2113
6408639,maurice,lowe,ceduna,5690
5753281,sarah,jonauskas,leanyer,0812
6785477,karen,hanns,nyah,3594
2910668,marlene,solomons,lakemba,2195
2165197,peter,peters,caloundra west,4551
1100238,enrique,sabatino,perth,6000
4565461,glenda,smith,nambucca heads,2448
1911257,keith,laurens,reservoir,3073
1755610,eric,mcdowell,penshurst,2222
4172254,geraldine,rahhman,laverton,3028
5827039,lorraine,kavalee,pyrmont,2009
337659,frances,delai,shepparton,3630
4336100,kevin,lowe,ballarat,3350
5884389,anna,baldi,congupna,3633
4586578,brian,reid-milligan,glendalough,6016
2460143,matthew,davison,buxton,2571
3069694,farheen,ullas,kangaroo point,4169
1673719,qi,reeves,margate,4019
6269440,vasilios,tiganis,malvern,3144
1550852,joseph,bassola,glenfield,6532
5294601,justin,harris,serpentine,6125
2157071,susan,rashleigh,kew,3101
6720017,alina,weigel,mawson,2607
317187,alison,nehmy,royston park,5070
535060,narelle,vodicka,castle hill,2154
4024853,kevin,evans,carrara,4211
526882,rosemary,glasby,killarney,4373
5917221,natalie,molloy,thornbury,3071
1247784,andrew,hanson,gladstone,4680
1509931,isabel,sheehan,westcourt,4870
215604,warren,reti,parkwood,4214
6605367,todd,pearson,narrabri,2390
1157688,marianne,gribble,keperra,4054
19006,peter,dean,bardon,4065
4598335,peter,somers,seville east,3139
6826563,margaret,greenham,dartmoor,3304
2714182,ronald,galstaun,blackett,2770
387658,roman,gordon,strathmore,3041
1444430,william,rayner,montrose,3765
3533392,carol,boyce,greensborough,3088
5737041,thiam,caldwell,cootamundra,2590
3697240,marilyn,ryan,newlands arm,3875
4098650,norm,cook,alexandra,3714
6670954,elizabeth,psereckis,invermay,7248
5032555,jan,gibson,scarborough,4020
5335660,kenneth,mcdornan,machans beach,4878
6777459,carol,giles,biloela,4715
1968757,neil,minnett,toowoomba,4350
5778038,brian,fanjul,elanora,4221
6515328,rebecca,warner,worrigee,2540
2304641,lisa,ma,hampton park,3976
2886275,leanne,hood,stafford,4053
1714820,vikki,blomquist,traralgon,3844
1692705,amanda,fraser,thirroul,2515
6736518,josephine,birrer,monash,2904
2689674,judith,wallace,mcdowall,4053
5532303,lawrence,pannell,kingsley,6026
2345622,kenneth,beazley,lake albert,2650
6231833,louise,exley,tarragindi,4121
2550427,sylvia,nascimben,wentworthville,2145
3451554,cecil,foley,rosemount,4560
4655787,dean,lillicrap,tamworth,2340
682670,horatio,emmerson,thornton,4341
5483185,wei,white,grovedale,3216
3779265,melissa,slatyer,balmain,2041
3861186,chu,keen,narre warren north,3804
395973,stephen,bryant,maryborough,4650
5819078,rosemary,slater,dawesville,6210
5950158,george,lewis,noosa heads,4567
1755855,bruce,sheehan,scarborough,4020
4426449,johnny,bamforth,quinns rocks,6030
84690,stepheny,holmes,richmond,5033
527060,wayne,savill,alexandra hills,4161
4188886,katie,mackay,crib point,3919
19163,annette,quinn,oyster bay,2225
4426460,andrew,woltmann,morningside,4170
1977055,jennifer,papallo,st johns park,2176
3664612,janet,pugh,breakwater,3219
1723119,robyn,vanwyk,south bunbury,6230
3066615,gayl,onodera,paddington,2021
2689784,jane,dwyer,lindisfarne,7015
1968889,tony,welch,caboolture,4510
1747707,muriel,nunn,australind,6233
108334,lesleigh,van dugteren,moree,2400
5901079,olive,pearson,meadowbrook,4131
1739547,alan,crofts,blaxland,2774
1280799,julie,silver,ridgewood,6030
2370336,majida,finch,bermagui,2546
3230854,michelle,korten,newman,6753
1133350,janelle,d'andrea,mill park,3082
1141543,jarrad,smith,raymond terrace,2324
4393770,justin,smith,wynn vale,5127
559915,deborah,friebel,robertstown,5381
2476844,rex,canfarini,ashcroft,2168
6526770,clyde,ryan,bentleigh east,3165
2812718,colin,greene,hawthorn,3122
3404253,alan,brennan,tumut,2720
6900533,leeanne,hewitt,main beach,4217
1190710,fukumoto,clark,swansea,2281
4475704,renee,hubbard,seymour,3660
5090108,mark,tanis,irrewarra,3249
6114109,james,morgan,wirrabara,5481
3033920,doris,owen,jubilee pocket,4802
4959041,violet,filtness,rydalmere,2116
6687556,george,may,cremorne,2090
2493253,maria,jang,cabarita,2137
6851400,bruce,brown,ormeau,4208
592716,rodney,worrall,walkerville,5081
756558,david,flanagan,east victoria park,6101
6892370,cornelia,mostakis,wynn vale,5127
4033378,june,greenleaf,waverton,2060
461667,renee,sheriff,moggill,4070
3008317,margaret,macdonald,chambers flat,4133
5098353,maria,martin,duffy,2611
5270390,nigel,leggoe,ashfield,2131
52087,richard,tippins,hackham,5163
2276500,ola,wharington,raymond island,3880
524778,balkis,ylias,brighton east,3187
2944,graeme,morris,loganlea,4131
6245254,george,arthur,romaine,7320
5876652,shanelle,wynne,merrylands,2160
158604,luis,lucas,surry hills,2010
6649667,nigel,li,kogarah,2217
6597534,grace,smith,lilydale,3140
871330,john,born,helidon,4344
871334,raymond,ward,bogangar,2488
371624,jeffrey,alldridge,calwell,2905
5245868,ivan,aragona,moorabbin,3189
5688238,chris,malone,moorabbin,3189
2804655,daphne,mcpherson,swan view,6056
4310856,margaret,fota,noble park,3174
6007736,angela,seidel,melton,3337
6900665,elsie,blanch,holmesville,2286
5180349,patricia,murray,richmond,3121
4139966,grace,mcnulty,ocean grove,3226
3828673,peter,rebetzke,habana,4740
5024713,ahmed,gualdi,cromer heights,2099
3337162,mohamed,rivas,paralowie,5108
289740,paul,thompson,penrith,2750
5983182,carol,sullivan,mackay,4740
1149903,vittorio,woolgar,murarrie,4172
2812881,mirabel,riseley,kardinya,6163
3263446,shirley,cronin,oak park,3046
5147607,phyllis,culling,ararat,3377
4058077,jennifer,watson,revesby,2212
378704,lynette,rogers,doveton,3177
5942242,cynthia,burke,port macquarie,2444
5647336,roderick,de salis,rosetta,7010
6523885,skye,scholes,heidelberg,3084
2853872,john,stein,rose park,5067
3517425,efi,brandreth,bendigo,3550
191474,gholam,hossary,belfield,2191
6900727,merle,brown,farmborough heights,2526
3697658,adam,magee,middle dural,2158
125950,mirella,watson,annandale,4814
340480,brinda,zareba,noble park,3174
1575938,suzanne,smith,o'sullivan beach,5166
1526787,wee,mcclelland,mansfield,3724
6523916,marjan,mcdonald,emerald,4720
1313806,fouad,glanville,marrickville,2204
2354196,michelle,sutherland,malvern east,3148
5073943,john,sayer,parkdale,3194
5835807,donna,davis,oxenford,4210
3648546,susan,doran,engadine,2233
4566055,gordon,duff,mount magnet,6638
3263531,elizabeth,anderson,bedford park,5042
756780,barry,gebei,south hobart,7004
4066351,belinda,mckinnon,alice springs,0870
629940,james,brown,mundubbera,4626
2313275,cyril,crump,burwood,3125
2305087,amrit,mccusker,mount gravatt,4122
2272323,rakesh,browne,eagle point,3878
6179910,ellen,tomlinson,shepparton,3630
6794311,katie,dunstan,unley,5061
2255946,john,sinclair,kingsford,2032
6065230,stephen,cranwell,birdwood,5234
1338448,mark,hyde,glen waverley,3150
2509917,jun,inskip,seven hills,2147
4926559,johannes,bolitho,daly,0822
5467233,paula,atkin,st andrews,2566
5881019,donald,smeeton,innaloo,6018
6917231,vee,williams,runcorn,4113
298096,jennifer,mason,kewdale,6105
6007924,rosanna,price,warrnambool,3280
3501246,michael,crowley,frenchs forest,2086
1510518,mei,fagan,west hoxton,2171
945272,janice,wiltshire,gordonvale,4865
2296959,anne,mcintosh,empire bay,2257
4279425,anatoli,robertson,holgate,2250
2059397,louis,maloney,wellington point,4160
765062,jayne,hall,conder,2906
4017297,kylie,fuller,lutana,7009
863378,stephen,repacholi,south bunbury,6230
228547,russell,lothian,bracken ridge,4017
2829461,christine,prasil,canley vale,2166
5115032,vincent,mannall,ainslie,2602
4754585,lesley,mccaskie,kyabram,3620
6630554,robert,geysing,wheatlands,4606
6850415,john,orr,upper mount gravatt,4122
1985701,conrad,zaghloul,nunawading,3131
2993322,murray,ramsay,coolamon,2701
5434541,mark,ord,beechworth,3747
1920175,julie,williams,kenwick,6107
691377,sarah,lowden,maleny,4552
6499507,stephen,mazzarino,werribee,3030
3656884,miranda,brown,belmont,2280
4588063,marinko,jurgensen,kedron,4031
4680894,rosemary,mccready,broken hill,2880
4691830,john,dutton,waterloo,2017
2796743,shirley,flanagan,ashmont,2650
4058316,joanna,ten velde,moore park,4670
3919051,carmel,tate,blackburn,3130
969932,josephine,murphy,corio,3214
1551569,jill,jolly,hillston,2675
500259,heather,sara,west pymble,2073
5754068,gail,pearse,cooyal,2850
5237973,maria,mcintyre,umina,2257
4639960,melissa,ramm,north rockhampton,4701
3591387,mariana,henry,mulgrave east,3170
6474973,elaine,park,greenacre,2190
842462,kevin,morrow,werribee,3030
3517666,moira,alchin,adamstown,2289
5639414,esad,toogood,balwyn north,3104
2544170,kevin,carter,ferntree gully,3156
1625342,marisa,moss,marks point,2280
5352661,panagiota,williams,kingsley,6026
4435204,robert,allen,mount gambier,5290
4946749,ann,mccloud,york,6302
5999879,anna,lauss,para hills,5096
2100496,dorothy,malchow,port germein,5495
658706,vincent,mclennan,west wyalong,2671
2608404,brian,wollschlager,deagon,4017
6745365,lynette,planner,frankston,3199
1199383,john,bale,nymboida,2460
2600218,david,counter,bellthorpe,4514
1838367,jeff,weightman,corrimal,2518
6794533,felix,nash,altona meadows,3028
6155559,ian,lonergan,macgregor,2615
3853611,mandy,ross,allambie heights,2100
2256172,john,barlow,menai,2234
4148526,maria,ladd,peregian beach,4573
4336861,kylie,bowley,redwood park,5097
4853040,maxine,luke,wonga park,3115
3427633,nicole,worthy,huskisson,2540
2690354,ivor,page,adelaide,5000
1641786,ian,mccann,moorebank,2170
527676,eileen,brown,wyndham vale,3024
4918596,joan,ventra,merrylands west,2160
5164359,raylene,hourston,bilyana,4854
2977097,kathleen,mclean,warragul,3820
1994058,ian,spinella,mount isa,4825
68943,daryl,archer,bunbury east,6230
3034448,rosalie,deloryn,south townsville,4810
3909518,neil,batchler,beaconsfield,7270
3181913,ruben,gerrard,gray,0830
6573402,robyn,fanciulli,perth,6000
4918629,christina,heathfield,gorokan,2263
6180201,jessika,garland,benowa,4217
4786066,darral,jak,indooroopilly,4068
2878830,nell,brugnoni,merewether,2291
3198322,xuemei,daniels,maryborough,4650
5246323,john,chippendall,hebersham,2770
3072574,linda,papoutsis,greenacre,2190
5148022,michael,allen,carindale,4152
3199551,harry,kerr,burwood,2134
6630782,russell,growcott,castlemaine,3450
6761867,anna,broome,point lonsdale,3225
5655949,joy,geha,blakehurst,2221
929170,ba,hopcott,kangaroo flat,3555
2608533,maureen,goody,paradise point,4216
6368667,marilyn,clarke-duggan,bentleigh,3204
2264476,helen,collison,bracken ridge,4017
3583397,madeline,dean,parkhurst,4702
5680560,susan,yamauchi,toowong,4066
4525489,niki,thorpe,huonville,7109
1543604,glenn,bazin,essendon,3040
6696373,rachel,walter,heywood,3304
3960247,irvine,angelovich,wandana heights,3216
5737917,adele,sadleir,engadine,2233
3026367,alistair,neal,port fairy,3284
4497995,peter,tolley,meadow springs,6210
5491958,joan,hardy,woodford,4514
2428364,ritah,mcdonald,portland,3305
1953229,james,bell,ruse,2560
3622879,martin,houston,millmerran,4357
691665,janette,mccafferty,kenmore,4069
5695395,robert,o'donnell,mckinnon,3204
1093079,karolyn,houghton,gymea bay,2227
6278625,rebecca,bond,cambewarra,2540
208354,michelle,noone,elermore vale,2287
5828067,rolf,marion,belfield,2191
2526693,warren,collins,mortdale,2223
4378086,valentina,dilena,highbury,5089
5812817,deborah,stanfield,toowoomba,4350
3796458,barbara,hodges,willetton,6155
4771307,allison,hicks,jimboomba,4280
4173296,jason,papworth,lilydale,3140
4836849,natella,smith,biloela,4715
11764,craig,bowyer,narara,2250
2895102,steven,hughes,turramurra,2074
5639671,geoffrey,gosewisch,nana glen,2450
5221881,belinda,hayward,sanctuary point,2540
4754939,vasundra,hall,noble park,3174
3493373,kylie,gould-anthony,morningside,4170
227347,michelle,elsamed,granville,2142
6148694,kerry,dickson,gisborne,3437
1814022,peter,small,ryde,2112
174973,stephen,labarn,collingwood park,4301
4255240,camille,burrell,ballarat,3350
2928138,philip,rumba,north turramurra,2074
1460870,andrea,doody,camberwell,3124
1879568,geoffrey,montagner,pearce,2607
4525585,wendy,chipperfield,corrimal,2518
183826,michael,holland,mulgrave east,3170
5197340,suzanne,simpson,lindfield,2070
5811744,domenico,bucknell,woodbine,2560
4025889,carolin,jose,attadale,6156
290341,david,english,mosman,2088
2675026,mark,zieschang,west beach,5024
560693,phillip,may,cleveland,4163
6049334,lawrence,tinkeney,toowoomba,4350
5475897,jenny,pearce,leeming,6149
6639162,helen,howard,inglewood,6052
5566016,sandra,di blasio,bayswater,6053
1560134,michael,kendall,yatteyattah,2539
5574216,valma,zolnier,west perth,6005
831052,teena,holland,esperance,6450
6401613,ronald,gilchrist,roseville,2069
3591764,tanya,milliner,reedy creek,4228
3264090,bruce,mac aulay,annandale,2038
2215518,john,godbold,main beach,4217
6205023,walter,crawford,toowoomba,4350
2739809,thomas,jackson,warranwood,3134
4498024,donna,hamilton,newcastle,2300
1445494,eileen,fisher,jamboree heights,4074
6780863,giuseppa,kirk,kilsyth,3137
69246,antonio,kerswill,wungong,6112
3583616,amy,parton,mount tamborine,4272
5197443,dina,martinez,fairfield heights,2165
5762693,lee,immergluck,st kilda east,3183
4451974,kayley,durell,doubleview,6018
1273479,suzanne,babiolakis,newtown,3220
6603372,leo,shume,alstonville,2477
2395789,yae,mckay,geelong west,3218
3747473,kerrie,davies,warrimoo,2774
4419220,robert,ainsworth,revesby,2212
118426,mandy,wiggins,kempsey,2440
183963,monica,noack,linden park,5065
3632796,maurizio,harris,grantville,3984
3067549,salvatore,labour,narwee,2209
1805982,pamela,retter,darwin river,0822
921266,mark,quintard,dapto,2530
1052340,jonathan,wilkinson,leichhardt,4305
323259,alicia,mclean,muswellbrook,2333
4419264,loreta,kissane,slade point,4740
4755139,vicki,adams,gailes,4300
4165316,susan,tomkins,north rockhampton,4701
2264776,paul,black,coorparoo,4151
896719,marie,fischer,caboolture,4510
4443862,allan,pritchard,bankstown,2200
5066458,trevor,hore,panania,2213
3854057,kurt,ambrosetti,mermaid waters,4218
3231468,hiroaki,wotton,kingston se,5275
3608303,maria,william,minto,2566
6000368,russel,dearden,carrara,4211
4001522,mary,brown,brighton east,3187
4067060,moy,schmid,haddon,3351
6787710,wallace,tilbury,noosaville,4566
2961143,mui,shepherd,noraville,2263
5228500,tryfosa,lindsay,moonta,5558
6115075,kenneth,deguet,bakers creek,4740
4460300,graeme,blampied,clarkson,6030
6311693,neil,smith,hawthorn,3122
3239702,walter,baker,heathcote,3523
3796759,chitra,langley,darlinghurst,2010
6811416,john,cleave,shepparton,3630
5401903,simon,compton,blue haven,2262
85790,patricia,meredith,north engadine,2233
2400615,vera,keomanigont,redbank plains,4301
1437476,peter,easy,lilyfield,2040
5492517,barbara,oconnor,golden square,3555
5213992,judith,brooke,toorbul,4510
2477865,james,taylor,little bay,2036
4730666,marian,saywell,woonona,2517
660103,jinjun,bates,karratha,6714
2649394,yijian,gray,bendigo,3550
3059506,melissa,porfiri,lindfield,2070
3559220,belinda,helmers,heidelberg west,3081
1986358,robert,cameron,toolondo,3401
536379,joan,herold,marrara,0812
3264317,phillip,schembri,cheltenham,3192
5394241,kathryn,tallon,emu plains,2750
3698504,robert,shaw,waikiki,6169
913234,margaret,chant,wheeler heights,2097
5525338,bernadette,porter,goulburn,2580
1797989,ming,plunkett,south grafton,2460
2917009,robert,o'brien,rockhampton,4700
3682154,cheryl,heugh,lismore,2480
3526507,jean,magick,carrara,4211
3452784,steven,nix,kotara,2289
6270837,james,roberts,castlemaine,3450
5762935,stephen,xu,gordon,2072
4026234,fiona,villanueva,carramar,2163
4812668,alan,shearing,orange,2800
266117,jacqueline,kearney,matraville,2036
2590475,kathryn,jones,erina,2250
1716105,simon,martelli,inglewood,6052
1232781,ellen,phillips,st james,6102
3428240,dimitrios,alexander,burwood,2134
3530052,gerd,scott,werribee,3030
389020,maryann,fearnside,katherine,0850
1126301,leila,haylen,vincentia,2540
3362721,theresa,holtom,ocean reef,6027
2166690,dennis,cooper,cooke plains,5261
6131635,mark,earixson,mermaid beach,4218
1953720,dorothy,bell,kardinya,6163
3160052,sandra,mcneilly,toowoomba,4350
3485628,carol,mauceri,oatlands,2117
3059648,antigoni,wickham,corinda,4075
4083650,grant,hildebrand,bolwarra heights,2320
4353989,rodney,glover,tambo upper,3885
5640135,ian,schroeter,kent town,5071
3424930,irene,williams,roseworthy,5371
1781712,gwendoline,widger,semaphore park,5019
4722642,julie,rose,toowoomba,4350
3493843,kathleen,guiney,rathdowney,4287
610266,geoffrey,campbell,laidley,4341
2404315,christian,derks,seacombe gardens,5047
2453473,constantine,nash,bungendore,2621
5681122,shirley,lewis,matraville,2036
2322407,doreen,pulley,rochedale south,4123
3125227,nicole,gidah,blacktown,2148
3870702,ethel,lovett,spotswood,3015
1126389,donna,gust,glen waverley,3150
1699832,maria,lowery,sale,3850
3502075,william,hayes,osborne park,6017
3076095,yulun,salazar,potts point,2011
5763073,kyu,anderson,nelson bay,2315
2600963,catherine,cullen,wentworth falls,2782
3084293,margaret,burr,thomastown,3074
454662,katherine,tye,coogee,2034
1126407,bridget,aouad,petersham,2049
610313,kellie,rollason,rowes bay,4810
3198986,chris,kolandaisamy,macquarie park,2113
126997,rose,hamit,footscray west,3012
118105,shelley,francis,st marys,2760
1822750,roy,norris,caves beach,2281
4665382,rita,gibbs,mount evelyn,3796
5214249,sally,mill,stafford heights,4053
3788844,leanne,markov,kensington gardens,5068
2994227,thomas,mcauley,rydalmere,2116
6598713,vince,lang,scoresby,3179
479296,michael,mueller,corio,3214
90975,dorothy,middleton,bangalow,2479
2306115,feride,rixon,lambton north,2299
905285,judith,sowerby,st leonards,3223
6336582,john,clifford,maidstone,3012
1011787,linda,gower,engadine,2233
6336588,aimee,champness,new lambton,2305
6705240,michael,fife,lindfield,2070
6803545,olive,snadden,koongamia,6056
3567708,mary,vermeulen,brooweena,4620
6499685,pascale,ciciulla,taylors lakes,3038
4362343,coral,sherry,coogee,2034
6647916,andrew,ferris,scarness,4655
6533229,dieter,edwards,deeragun,4818
3939688,raymond,villegas,malak,0812
5173363,rosaleen,doyle,oakleigh south,3167
2994293,shirley,forrest,port macquarie,2444
1716348,margarete,wheeler,georges hall,2198
1814655,agnes,stewart,sunnybank,4109
3428482,ingrid,drennert,warwick,4370
4837510,phillip,menzies,tekowai,4741
6525067,elizabeth,edgar,lysterfield,3156
855405,lois,wagenfeller,sheaoak log,5371
1929362,maria,wheaton,jindera,2642
422040,thomasina,potter,chambers flat,4133
4567193,augusta,hart,castlemaine,3450
2257054,zacharias,sciacca,bulleen,3105
5599392,mairead,stansfield,port macquarie,2444
5394593,andrew,george,leichhardt,2040
4903074,manee,probin,glebe,2037
5386409,jennifer,gates,ocean grove,3226
5296305,warwick,green,naracoorte north,5271
6222003,evelyn,mclaughlin,waikiki,6169
4026553,paul,torr,sunbury,3429
2257082,katrina,barnbaum,rockhampton,4700
4894909,gary,mccarthy,como,6152
5976257,thomas,turner,chittaway point,2261
2158790,themis,williams,sunbury,3429
618697,halina,mcewan,sunbury,3429
2240715,meylani,lynch,allawah,2218
127182,samantha,goodrick,speers point,2284
3015374,jane,protti,wembley,6014
6869212,maurice,micallef,st andrews,2566
4624606,brendan,wallis,huonville,7109
5714145,valeria,goss,hamlyn terrace,2263
4894952,bevan,hudson,telopea,2117
6312169,lynette,archer,portarlington,3223
5550331,david,hicks,frankston,3199
6746369,neil,every,rose bay,2029
4575497,valerie,laws,lapstone,2773
217360,helen,keech,beecher,4680
5189905,lisa,cabenalevu,hampton park,3976
5624084,carina,moore,gorokan,2263
4763928,kim,wilbow,port macquarie,2444
1790233,suzanne,kildea,craigieburn,3064
1323292,david,hrvatin,netley,5037
4996976,nicholas,maruca,merrylands,2160
391316,fiona,wilson,spotswood,3015
479531,christopher,irwin,thornton,2322
4534575,louise,skinner,victor harbor,5211
856368,michelle,golding,woodberry,2322
5476657,joshua,stringer,port broughton,5522
5189938,alan,catt,allenby gardens,5009
4903219,pietro,bradley,box hill north,3129
6394168,john,sirianni,narrabundah,2604
3420473,lesley,boyle,alice springs,0870
6738234,marco,lanham,conondale,4552
5706463,catherine,higgins,west perth,6005
889159,katrina,poole,wyoming,2250
2235788,beverley,griffiths,batemans bay,2536
2879819,ken,mourad,rockdale,2216
1077584,kay,davis,warrandyte,3113
6426961,heather,hall,caboolture,4510
4763986,david,johnson,craigieburn,3064
3944787,adel,kuchel,athelstone,5076
217428,christina,angel,lilydale,3140
4141401,man,coughlin,doncaster east,3109
6140252,brian,karamoskos,airport west,3042
2281824,douglas,ibbotson,ashgrove,4060
2380133,joy,devonshire,toowoomba,4350
5435750,loys,hyatt,jensen,4818
364905,franca,alrubayi,punchbowl,2196
5935468,brenda,kouts,balmain,2041
5452141,ronald,taylor,swansea,7190
3625329,kohsaku,caldis,hawthorn east,3123
5108091,jessie,elvey,glenroy,3046
6123900,raymond,thomas,north manly,2100
1347966,brian,he,deer park,3023
806293,brendan,dann,windsor gardens,5087
2756992,joseph,chan,robina,4226
70017,gregory,fogarty,port macquarie,2444
1470852,qin,kerr,urunga,2455
4583813,magdalena,hage,tanunda,5352
4609083,alita,kenny,cheltenham,3192
4182418,helen,wright,selby,3159
283027,graham,tubbs,tindal raaf,0853
1585557,star,brooks,werrington downs,2747
10308,julie,bernabei,leichhardt,2040
897436,linda,galpin,alice springs,0870
5968286,young,smith,chelsea,3196
1200546,leslie,tapper,mount pleasant,2749
1905065,nerida,niemczyk,belmont,4153
2634155,pamela,mcglade,boolarra,3870
4755884,carl,he,kingsford,2032
3404212,dorothy,tasker,windang,2528
889273,felicia,mccormack,golden grove,5125
1864122,lesley,gillies,kurri kurri,2327
6140347,michael,furfaro,stirling,6021
6608970,trisha,alesci,cheltenham,3192
1298879,john,parlevliet,yamba,2464
6910400,margaret,coupe,caves beach,2281
325707,aidan,sarinas,townsville,4810
2482934,simon,orzel,lower king,6330
5468615,donna,norris,hoppers crossing,3029
2019785,caroline,goff,waikiki,6169
2707914,snezana,johnson,sorell,7172
574200,jessie,kapitoures,isabella plains,2905
3920338,john,exell,minyip,3392
2720418,allan,purser,parkwood,4214
6697432,john,kerr,frenchs forest,2086
3019227,yun,summons,castle hill,2154
6402525,arturo,hayman-warrimer,gymea,2227
2078800,melissa,thompson,westleigh,2120
5550571,kerry,tong,hurstville,2220
1202258,john,mcdonagh,gosnells,6110
1954296,kenneth,smith,belmont,3216
1446393,richard,alderman,kintore,0872
2261759,mary,reed,wantabadgery,2650
5419517,colin,de la rue,colac,3250
1984646,desmond,love,hillston,2675
6812160,sylvester,attwood,alfredton,3350
2462210,theresa,saul,baulkham hills,2153
5878892,david,marky,manly,2095
1225229,gregory,lea,elizabeth east,5112
294317,domenico,turnham,port macquarie,2444
1972312,adam,sriratanakoul,wakeley,2176
3412499,audrey,lynch,dundowran,4655
4764183,leslie,garner,bayldon,2452
